bonus,roomid,trialnum,networkid,object_id,partnernum,stim_set_id,participantid,previously_interacted_with_neighbor_of_partner
0.45,2,0,18,distr1,1,2,71,FALSE
0.45,2,1,18,target,1,2,71,FALSE
0.48,2,2,18,target,1,2,71,FALSE
0.51,2,3,18,target,1,2,71,FALSE
0.45,2,4,18,target,1,2,69,FALSE
0.48,2,6,18,target,1,2,69,FALSE
0.48,2,5,18,distr1,1,2,69,FALSE
0.66,2,9,18,target,1,2,71,FALSE
0.69,2,10,18,distr0,1,2,71,FALSE
0.51,2,7,18,target,1,2,69,FALSE
0.63,2,8,18,target,1,2,71,FALSE
0.69,2,11,18,target,1,2,71,FALSE
0.63,2,12,18,target,1,2,69,FALSE
0.66,2,13,18,target,1,2,69,FALSE
0.69,2,14,18,target,1,2,69,FALSE
0.72,2,15,18,target,1,2,69,FALSE
0.36,3,0,18,target,1,2,72,FALSE
0.42,3,2,18,target,1,2,72,FALSE
0.39,3,1,18,target,1,2,72,FALSE
0.45,3,3,18,distr2,1,2,72,FALSE
0.54,3,4,18,target,1,2,70,FALSE
0.57,3,5,18,distr2,1,2,70,FALSE
0.57,3,6,18,target,1,2,70,FALSE
0.6,3,7,18,target,1,2,70,FALSE
0.57,3,9,18,target,1,2,72,FALSE
0.6,3,10,18,target,1,2,72,FALSE
0.81,3,14,18,target,1,2,70,FALSE
0.84,3,15,18,target,1,2,70,FALSE
0.78,3,13,18,target,1,2,70,FALSE
0.54,3,8,18,target,1,2,72,FALSE
0.75,3,12,18,target,1,2,70,FALSE
0.63,3,11,18,target,1,2,72,FALSE
0.81,4,1,18,target,2,2,72,TRUE
0.78,4,0,18,target,2,2,72,TRUE
0.84,4,2,18,target,2,2,72,TRUE
0.87,4,3,18,target,2,2,72,TRUE
0.96,4,4,18,target,2,2,71,TRUE
0.99,4,6,18,target,2,2,71,TRUE
1.17,4,12,18,distr1,2,2,71,TRUE
1.23,4,15,18,target,2,2,71,TRUE
0.99,4,5,18,distr1,2,2,71,TRUE
1.08,4,11,18,target,2,2,72,TRUE
1.2,4,14,18,target,2,2,71,TRUE
1.05,4,10,18,target,2,2,72,TRUE
1.02,4,7,18,target,2,2,71,TRUE
0.99,4,8,18,target,2,2,72,TRUE
1.02,4,9,18,target,2,2,72,TRUE
1.17,4,13,18,target,2,2,71,TRUE
0.81,5,2,18,target,2,2,69,TRUE
0.84,5,3,18,target,2,2,69,TRUE
0.78,5,1,18,target,2,2,69,TRUE
0.75,5,0,18,target,2,2,69,TRUE
0.99,5,4,18,target,2,2,70,TRUE
1.02,5,5,18,target,2,2,70,TRUE
1.05,5,6,18,target,2,2,70,TRUE
1.23,5,12,18,target,2,2,70,TRUE
1.08,5,11,18,target,2,2,69,TRUE
1.32,5,15,18,target,2,2,70,TRUE
1.05,5,10,18,target,2,2,69,TRUE
1.29,5,14,18,target,2,2,70,TRUE
1.08,5,7,18,target,2,2,70,TRUE
1.26,5,13,18,target,2,2,70,TRUE
0.99,5,8,18,target,2,2,69,TRUE
1.02,5,9,18,target,2,2,69,TRUE
0,0,0,19,target,0,0,73,FALSE
0.03,0,1,19,target,0,0,73,FALSE
0.09,0,3,19,target,0,0,73,FALSE
0.06,0,2,19,target,0,0,73,FALSE
0.12,0,4,19,target,0,0,75,FALSE
0.18,0,6,19,target,0,0,75,FALSE
0.21,0,7,19,target,0,0,75,FALSE
0.15,0,5,19,target,0,0,75,FALSE
0.27,0,9,19,target,0,0,73,FALSE
0.24,0,8,19,target,0,0,73,FALSE
0.3,0,10,19,target,0,0,73,FALSE
0.33,0,11,19,target,0,0,73,FALSE
0.36,0,12,19,target,0,0,75,FALSE
0.39,0,13,19,target,0,0,75,FALSE
0.42,0,14,19,target,0,0,75,FALSE
0.45,0,15,19,target,0,0,75,FALSE
0,1,0,19,distr0,0,0,74,FALSE
0.03,1,2,19,target,0,0,74,FALSE
0.06,1,3,19,target,0,0,74,FALSE
0,1,1,19,target,0,0,74,FALSE
0.09,1,4,19,target,0,0,76,FALSE
0.12,1,5,19,target,0,0,76,FALSE
0.15,1,6,19,target,0,0,76,FALSE
0.18,1,7,19,target,0,0,76,FALSE
0.21,1,8,19,target,0,0,74,FALSE
0.27,1,10,19,target,0,0,74,FALSE
0.3,1,11,19,target,0,0,74,FALSE
0.24,1,9,19,target,0,0,74,FALSE
0.33,1,12,19,target,0,0,76,FALSE
0.36,1,13,19,target,0,0,76,FALSE
0.39,1,14,19,target,0,0,76,FALSE
0.42,1,15,19,target,0,0,76,FALSE
0.48,2,0,19,target,1,0,73,FALSE
0.54,2,2,19,target,1,0,73,FALSE
0.51,2,1,19,target,1,0,73,FALSE
0.57,2,3,19,target,1,0,73,FALSE
0.57,2,4,19,target,1,0,76,FALSE
0.6,2,5,19,target,1,0,76,FALSE
0.63,2,6,19,target,1,0,76,FALSE
0.72,2,8,19,target,1,0,73,FALSE
0.66,2,7,19,target,1,0,76,FALSE
0.75,2,9,19,target,1,0,73,FALSE
0.78,2,10,19,target,1,0,73,FALSE
0.81,2,11,19,target,1,0,73,FALSE
0.81,2,12,19,target,1,0,76,FALSE
0.9,2,15,19,target,1,0,76,FALSE
0.87,2,14,19,target,1,0,76,FALSE
0.84,2,13,19,target,1,0,76,FALSE
0.45,3,0,19,target,1,0,74,FALSE
0.48,3,1,19,distr1,1,0,74,FALSE
0.51,3,3,19,target,1,0,74,FALSE
0.48,3,2,19,target,1,0,74,FALSE
0.6,3,5,19,target,1,0,75,FALSE
0.57,3,4,19,target,1,0,75,FALSE
0.63,3,6,19,target,1,0,75,FALSE
0.66,3,7,19,target,1,0,75,FALSE
0.69,3,9,19,target,1,0,74,FALSE
0.84,3,13,19,target,1,0,75,FALSE
0.72,3,10,19,target,1,0,74,FALSE
0.75,3,11,19,target,1,0,74,FALSE
0.81,3,12,19,target,1,0,75,FALSE
0.66,3,8,19,target,1,0,74,FALSE
0.87,3,14,19,target,1,0,75,FALSE
0.9,3,15,19,target,1,0,75,FALSE
0.93,4,1,19,target,2,0,74,TRUE
0.99,4,3,19,target,2,0,74,TRUE
0.9,4,0,19,target,2,0,74,TRUE
0.96,4,2,19,target,2,0,74,TRUE
1.14,4,6,19,target,2,0,73,TRUE
1.08,4,4,19,target,2,0,73,TRUE
1.11,4,5,19,target,2,0,73,TRUE
1.17,4,7,19,target,2,0,73,TRUE
1.35,4,13,19,target,2,0,73,TRUE
1.41,4,15,19,target,2,0,73,TRUE
1.14,4,8,19,target,2,0,74,TRUE
1.17,4,9,19,target,2,0,74,TRUE
1.2,4,10,19,target,2,0,74,TRUE
1.23,4,11,19,target,2,0,74,TRUE
1.32,4,12,19,target,2,0,73,TRUE
1.38,4,14,19,target,2,0,73,TRUE
0.93,5,0,19,target,2,0,76,TRUE
0.96,5,1,19,target,2,0,76,TRUE
1.05,5,4,19,target,2,0,75,TRUE
1.08,5,5,19,target,2,0,75,TRUE
0.99,5,2,19,target,2,0,76,TRUE
1.02,5,3,19,target,2,0,76,TRUE
1.11,5,6,19,target,2,0,75,TRUE
1.14,5,7,19,target,2,0,75,TRUE
1.17,5,8,19,target,2,0,76,TRUE
1.2,5,9,19,target,2,0,76,TRUE
1.23,5,10,19,target,2,0,76,TRUE
1.29,5,12,19,target,2,0,75,TRUE
1.26,5,11,19,target,2,0,76,TRUE
1.35,5,14,19,target,2,0,75,TRUE
1.38,5,15,19,target,2,0,75,TRUE
1.32,5,13,19,target,2,0,75,TRUE
0,0,0,20,distr0,0,2,80,FALSE
0,0,1,20,distr1,0,2,80,FALSE
0.03,0,4,20,distr0,0,2,78,FALSE
0,0,2,20,distr1,0,2,80,FALSE
0.03,0,5,20,distr2,0,2,78,FALSE
0,0,3,20,target,0,2,80,FALSE
0.03,0,6,20,target,0,2,78,FALSE
0.06,0,7,20,target,0,2,78,FALSE
0.09,0,8,20,target,0,2,80,FALSE
0,1,0,20,target,0,2,77,FALSE
0.03,1,1,20,target,0,2,77,FALSE
0.06,1,2,20,target,0,2,77,FALSE
0.09,1,3,20,target,0,2,77,FALSE
0.12,1,4,20,target,0,2,79,FALSE
0.15,1,5,20,target,0,2,79,FALSE
0.18,1,6,20,target,0,2,79,FALSE
0.21,1,7,20,target,0,2,79,FALSE
0.24,1,8,20,target,0,2,77,FALSE
0.27,1,9,20,target,0,2,77,FALSE
0,0,0,21,target,0,1,82,FALSE
0.04,0,1,21,target,0,1,82,FALSE
0.08,0,2,21,target,0,1,82,FALSE
0.12,0,3,21,target,0,1,82,FALSE
0.16,0,4,21,target,0,1,84,FALSE
0.2,0,5,21,target,0,1,84,FALSE
0.24,0,6,21,target,0,1,84,FALSE
0.28,0,7,21,distr1,0,1,84,FALSE
0.28,0,8,21,target,0,1,82,FALSE
0.32,0,9,21,target,0,1,82,FALSE
0.36,0,10,21,target,0,1,82,FALSE
0.4,0,11,21,target,0,1,82,FALSE
0.44,0,12,21,target,0,1,84,FALSE
0.48,0,13,21,target,0,1,84,FALSE
0.52,0,14,21,target,0,1,84,FALSE
0.56,0,15,21,target,0,1,84,FALSE
0,1,0,21,target,0,1,81,FALSE
0.04,1,1,21,target,0,1,81,FALSE
0.08,1,2,21,distr2,0,1,81,FALSE
0.08,1,3,21,target,0,1,81,FALSE
0.12,1,4,21,target,0,1,83,FALSE
0.16,1,5,21,target,0,1,83,FALSE
0.2,1,6,21,target,0,1,83,FALSE
0.24,1,7,21,target,0,1,83,FALSE
0.28,1,8,21,target,0,1,81,FALSE
0.32,1,9,21,target,0,1,81,FALSE
0.36,1,10,21,target,0,1,81,FALSE
0.4,1,11,21,target,0,1,81,FALSE
0.44,1,12,21,target,0,1,83,FALSE
0.48,1,13,21,target,0,1,83,FALSE
0.52,1,14,21,target,0,1,83,FALSE
0.56,1,15,21,target,0,1,83,FALSE
0.6,2,0,21,distr1,1,1,81,FALSE
0.6,2,1,21,target,1,1,81,FALSE
0.64,2,2,21,target,1,1,81,FALSE
0.68,2,3,21,target,1,1,81,FALSE
0.72,2,4,21,distr2,1,1,82,FALSE
0.72,2,5,21,target,1,1,82,FALSE
0.76,2,6,21,target,1,1,82,FALSE
0.8,2,7,21,target,1,1,82,FALSE
0.84,2,8,21,target,1,1,81,FALSE
0.88,2,9,21,target,1,1,81,FALSE
0.92,2,10,21,target,1,1,81,FALSE
0.96,2,11,21,target,1,1,81,FALSE
1,2,12,21,target,1,1,82,FALSE
1.04,2,13,21,target,1,1,82,FALSE
1.08,2,14,21,target,1,1,82,FALSE
1.12,2,15,21,target,1,1,82,FALSE
0.6,3,0,21,target,1,1,83,FALSE
0.64,3,1,21,target,1,1,83,FALSE
0.68,3,2,21,target,1,1,83,FALSE
0.72,3,3,21,target,1,1,83,FALSE
0.76,3,4,21,target,1,1,84,FALSE
0.8,3,5,21,target,1,1,84,FALSE
0.84,3,6,21,target,1,1,84,FALSE
0.92,3,8,21,target,1,1,83,FALSE
0.88,3,7,21,target,1,1,84,FALSE
0.96,3,9,21,target,1,1,83,FALSE
1.04,3,11,21,target,1,1,83,FALSE
1.08,3,12,21,target,1,1,84,FALSE
1,3,10,21,target,1,1,83,FALSE
1.12,3,13,21,target,1,1,84,FALSE
1.16,3,14,21,target,1,1,84,FALSE
1.2,3,15,21,target,1,1,84,FALSE
1.16,4,0,21,target,2,1,82,TRUE
1.2,4,1,21,target,2,1,82,TRUE
1.28,4,3,21,target,2,1,82,TRUE
1.4,4,4,21,target,2,1,83,TRUE
1.24,4,2,21,target,2,1,82,TRUE
1.44,4,5,21,target,2,1,83,TRUE
1.48,4,6,21,target,2,1,83,TRUE
1.48,4,8,21,target,2,1,82,TRUE
1.72,4,12,21,target,2,1,83,TRUE
1.76,4,13,21,target,2,1,83,TRUE
1.52,4,7,21,target,2,1,83,TRUE
1.52,4,9,21,target,2,1,82,TRUE
1.56,4,10,21,target,2,1,82,TRUE
1.6,4,11,21,target,2,1,82,TRUE
1.8,4,14,21,target,2,1,83,TRUE
1.84,4,15,21,target,2,1,83,TRUE
1.16,5,0,21,target,2,1,81,TRUE
1.2,5,1,21,target,2,1,81,TRUE
1.28,5,3,21,target,2,1,81,TRUE
1.24,5,2,21,target,2,1,81,TRUE
1.52,5,7,21,target,2,1,84,TRUE
1.48,5,8,21,target,2,1,81,TRUE
1.4,5,4,21,target,2,1,84,TRUE
1.44,5,5,21,target,2,1,84,TRUE
1.48,5,6,21,target,2,1,84,TRUE
1.72,5,12,21,target,2,1,84,TRUE
1.76,5,13,21,target,2,1,84,TRUE
1.52,5,9,21,target,2,1,81,TRUE
1.56,5,10,21,target,2,1,81,TRUE
1.6,5,11,21,target,2,1,81,TRUE
1.8,5,14,21,target,2,1,84,TRUE
1.84,5,15,21,target,2,1,84,TRUE
0,0,0,22,target,0,0,88,FALSE
0.04,0,1,22,target,0,0,88,FALSE
0.08,0,2,22,target,0,0,88,FALSE
0.12,0,3,22,target,0,0,88,FALSE
0.16,0,4,22,target,0,0,86,FALSE
0.2,0,5,22,target,0,0,86,FALSE
0.24,0,6,22,target,0,0,86,FALSE
0.28,0,7,22,target,0,0,86,FALSE
0.32,0,8,22,target,0,0,88,FALSE
0.36,0,9,22,target,0,0,88,FALSE
0.4,0,10,22,target,0,0,88,FALSE
0.44,0,11,22,target,0,0,88,FALSE
0.48,0,12,22,target,0,0,86,FALSE
0.56,0,14,22,target,0,0,86,FALSE
0.6,0,15,22,target,0,0,86,FALSE
0.52,0,13,22,target,0,0,86,FALSE
0,1,0,22,target,0,0,87,FALSE
0.04,1,1,22,target,0,0,87,FALSE
0.08,1,2,22,target,0,0,87,FALSE
0.12,1,3,22,target,0,0,87,FALSE
0.16,1,4,22,target,0,0,85,FALSE
0.2,1,5,22,target,0,0,85,FALSE
0.24,1,6,22,target,0,0,85,FALSE
0.28,1,7,22,target,0,0,85,FALSE
0.32,1,8,22,target,0,0,87,FALSE
0.36,1,9,22,target,0,0,87,FALSE
0.4,1,10,22,target,0,0,87,FALSE
0.44,1,11,22,target,0,0,87,FALSE
0.48,1,12,22,target,0,0,85,FALSE
0.52,1,13,22,target,0,0,85,FALSE
0.56,1,14,22,target,0,0,85,FALSE
0.6,1,15,22,target,0,0,85,FALSE
0.64,2,0,22,target,1,0,88,FALSE
0.68,2,1,22,target,1,0,88,FALSE
0.76,2,3,22,target,1,0,88,FALSE
0.88,2,6,22,target,1,0,85,FALSE
0.72,2,2,22,target,1,0,88,FALSE
0.8,2,4,22,target,1,0,85,FALSE
0.84,2,5,22,target,1,0,85,FALSE
0.92,2,7,22,target,1,0,85,FALSE
0.96,2,8,22,target,1,0,88,FALSE
1,2,9,22,target,1,0,88,FALSE
1.04,2,10,22,target,1,0,88,FALSE
1.08,2,11,22,target,1,0,88,FALSE
1.12,2,12,22,target,1,0,85,FALSE
1.16,2,13,22,target,1,0,85,FALSE
1.2,2,14,22,target,1,0,85,FALSE
1.24,2,15,22,target,1,0,85,FALSE
0.64,3,0,22,target,1,0,87,FALSE
0.68,3,1,22,target,1,0,87,FALSE
0.72,3,2,22,target,1,0,87,FALSE
0.76,3,3,22,target,1,0,87,FALSE
0.8,3,4,22,target,1,0,86,FALSE
0.84,3,5,22,target,1,0,86,FALSE
0.92,3,7,22,target,1,0,86,FALSE
0.88,3,6,22,target,1,0,86,FALSE
0.96,3,8,22,target,1,0,87,FALSE
1.08,3,11,22,target,1,0,87,FALSE
1,3,9,22,target,1,0,87,FALSE
1.04,3,10,22,target,1,0,87,FALSE
1.12,3,12,22,target,1,0,86,FALSE
1.16,3,13,22,target,1,0,86,FALSE
1.2,3,14,22,target,1,0,86,FALSE
1.24,3,15,22,target,1,0,86,FALSE
1.28,4,0,22,target,2,0,87,TRUE
1.36,4,2,22,target,2,0,87,TRUE
1.4,4,3,22,target,2,0,87,TRUE
1.32,4,1,22,target,2,0,87,TRUE
1.44,4,4,22,target,2,0,88,TRUE
1.48,4,5,22,target,2,0,88,TRUE
1.52,4,6,22,target,2,0,88,TRUE
1.56,4,7,22,target,2,0,88,TRUE
1.6,4,8,22,target,2,0,87,TRUE
1.64,4,9,22,target,2,0,87,TRUE
1.72,4,11,22,target,2,0,87,TRUE
1.76,4,12,22,target,2,0,88,TRUE
1.8,4,13,22,target,2,0,88,TRUE
1.84,4,14,22,target,2,0,88,TRUE
1.68,4,10,22,target,2,0,87,TRUE
1.88,4,15,22,target,2,0,88,TRUE
1.28,5,0,22,target,2,0,85,TRUE
1.32,5,1,22,target,2,0,85,TRUE
1.36,5,2,22,target,2,0,85,TRUE
1.44,5,4,22,target,2,0,86,TRUE
1.4,5,3,22,target,2,0,85,TRUE
1.52,5,6,22,target,2,0,86,TRUE
1.48,5,5,22,target,2,0,86,TRUE
1.56,5,7,22,target,2,0,86,TRUE
1.64,5,9,22,target,2,0,85,TRUE
1.8,5,13,22,target,2,0,86,TRUE
1.6,5,8,22,target,2,0,85,TRUE
1.68,5,10,22,target,2,0,85,TRUE
1.72,5,11,22,target,2,0,85,TRUE
1.76,5,12,22,target,2,0,86,TRUE
1.84,5,14,22,target,2,0,86,TRUE
1.88,5,15,22,target,2,0,86,TRUE
0,0,0,23,target,0,0,92,FALSE
0,0,0,24,target,0,2,95,FALSE
0.04,0,1,24,target,0,2,95,FALSE
0.12,0,3,24,target,0,2,95,FALSE
0.16,0,4,24,target,0,2,93,FALSE
0.08,0,2,24,target,0,2,95,FALSE
0.2,0,5,24,target,0,2,93,FALSE
0.24,0,6,24,target,0,2,93,FALSE
0.28,0,7,24,target,0,2,93,FALSE
0.32,0,8,24,target,0,2,95,FALSE
0.36,0,9,24,target,0,2,95,FALSE
0.4,0,10,24,target,0,2,95,FALSE
0.44,0,11,24,target,0,2,95,FALSE
0.48,0,12,24,target,0,2,93,FALSE
0.52,0,13,24,target,0,2,93,FALSE
0.56,0,14,24,target,0,2,93,FALSE
0.6,0,15,24,target,0,2,93,FALSE
0,1,0,24,target,0,2,94,FALSE
0.04,1,1,24,target,0,2,94,FALSE
0.08,1,2,24,target,0,2,94,FALSE
0.12,1,3,24,target,0,2,94,FALSE
0.28,1,7,24,target,0,2,96,FALSE
0.32,1,8,24,target,0,2,94,FALSE
0.36,1,9,24,target,0,2,94,FALSE
0.4,1,10,24,target,0,2,94,FALSE
0.48,1,12,24,target,0,2,96,FALSE
0.16,1,4,24,target,0,2,96,FALSE
0.2,1,5,24,target,0,2,96,FALSE
0.24,1,6,24,target,0,2,96,FALSE
0.44,1,11,24,target,0,2,94,FALSE
0.52,1,13,24,target,0,2,96,FALSE
0.56,1,14,24,target,0,2,96,FALSE
0.6,1,15,24,target,0,2,96,FALSE
0.64,2,0,24,target,1,2,95,FALSE
0.68,2,1,24,target,1,2,95,FALSE
0.72,2,2,24,target,1,2,95,FALSE
0.76,2,3,24,target,1,2,95,FALSE
0.8,2,4,24,target,1,2,96,FALSE
0.84,2,5,24,target,1,2,96,FALSE
0.88,2,6,24,target,1,2,96,FALSE
0.92,2,7,24,target,1,2,96,FALSE
0.96,2,8,24,target,1,2,95,FALSE
1,2,9,24,target,1,2,95,FALSE
1.04,2,10,24,target,1,2,95,FALSE
1.08,2,11,24,target,1,2,95,FALSE
1.12,2,12,24,target,1,2,96,FALSE
1.2,2,14,24,target,1,2,96,FALSE
1.24,2,15,24,target,1,2,96,FALSE
1.16,2,13,24,target,1,2,96,FALSE
0.72,3,2,24,target,1,2,94,FALSE
0.76,3,3,24,target,1,2,94,FALSE
0.64,3,0,24,target,1,2,94,FALSE
0.68,3,1,24,target,1,2,94,FALSE
0.8,3,4,24,target,1,2,93,FALSE
0.84,3,5,24,target,1,2,93,FALSE
0.88,3,6,24,target,1,2,93,FALSE
0.96,3,8,24,target,1,2,94,FALSE
1.04,3,10,24,target,1,2,94,FALSE
1.08,3,11,24,target,1,2,94,FALSE
1.12,3,12,24,target,1,2,93,FALSE
0.92,3,7,24,target,1,2,93,FALSE
1,3,9,24,target,1,2,94,FALSE
1.16,3,13,24,target,1,2,93,FALSE
1.2,3,14,24,distr0,1,2,93,FALSE
1.2,3,15,24,distr1,1,2,93,FALSE
1.2,4,0,24,target,2,2,94,TRUE
1.28,4,2,24,target,2,2,94,TRUE
1.32,4,3,24,target,2,2,94,TRUE
1.24,4,1,24,target,2,2,94,TRUE
1.44,4,4,24,target,2,2,95,TRUE
1.52,4,6,24,target,2,2,95,TRUE
1.56,4,7,24,target,2,2,95,TRUE
1.48,4,5,24,target,2,2,95,TRUE
1.52,4,8,24,target,2,2,94,TRUE
1.56,4,9,24,target,2,2,94,TRUE
1.64,4,11,24,target,2,2,94,TRUE
1.76,4,12,24,target,2,2,95,TRUE
1.88,4,15,24,target,2,2,95,TRUE
1.6,4,10,24,target,2,2,94,TRUE
1.8,4,13,24,target,2,2,95,TRUE
1.84,4,14,24,target,2,2,95,TRUE
1.2,5,0,24,target,2,2,93,TRUE
1.28,5,2,24,target,2,2,93,TRUE
1.32,5,3,24,target,2,2,93,TRUE
1.24,5,1,24,target,2,2,93,TRUE
1.44,5,4,24,target,2,2,96,TRUE
1.48,5,5,24,target,2,2,96,TRUE
1.56,5,7,24,distr1,2,2,96,TRUE
1.52,5,6,24,target,2,2,96,TRUE
1.52,5,9,24,target,2,2,93,TRUE
1.56,5,10,24,target,2,2,93,TRUE
1.6,5,11,24,target,2,2,93,TRUE
1.48,5,8,24,target,2,2,93,TRUE
1.72,5,12,24,target,2,2,96,TRUE
1.76,5,13,24,distr0,2,2,96,TRUE
1.76,5,14,24,target,2,2,96,TRUE
1.8,5,15,24,target,2,2,96,TRUE
0,0,0,25,target,0,0,97,FALSE
0.04,0,1,25,target,0,0,97,FALSE
0.08,0,2,25,target,0,0,97,FALSE
0.12,0,3,25,distr0,0,0,97,FALSE
0.12,0,4,25,target,0,0,98,FALSE
0.16,0,5,25,target,0,0,98,FALSE
0.2,0,6,25,target,0,0,98,FALSE
0.24,0,7,25,target,0,0,98,FALSE
0.28,0,8,25,target,0,0,97,FALSE
0.32,0,9,25,target,0,0,97,FALSE
0.48,0,13,25,target,0,0,98,FALSE
0.36,0,10,25,target,0,0,97,FALSE
0.4,0,11,25,target,0,0,97,FALSE
0.44,0,12,25,target,0,0,98,FALSE
0.52,0,14,25,target,0,0,98,FALSE
0.56,0,15,25,target,0,0,98,FALSE
0,1,0,25,target,0,0,99,FALSE
0.04,1,1,25,distr2,0,0,99,FALSE
0.04,1,2,25,target,0,0,99,FALSE
0.08,1,3,25,target,0,0,99,FALSE
0.12,1,4,25,target,0,0,100,FALSE
0.16,1,5,25,target,0,0,100,FALSE
0.2,1,6,25,target,0,0,100,FALSE
0.28,1,8,25,target,0,0,99,FALSE
0.32,1,9,25,target,0,0,99,FALSE
0.24,1,7,25,target,0,0,100,FALSE
0.36,1,10,25,target,0,0,99,FALSE
0.4,1,11,25,target,0,0,99,FALSE
0.44,1,12,25,target,0,0,100,FALSE
0.52,1,14,25,target,0,0,100,FALSE
0.48,1,13,25,target,0,0,100,FALSE
0.56,1,15,25,target,0,0,100,FALSE
0.64,2,1,25,target,1,0,98,FALSE
0.6,2,0,25,target,1,0,98,FALSE
0.68,2,2,25,target,1,0,98,FALSE
0.72,2,3,25,target,1,0,98,FALSE
0.8,2,5,25,target,1,0,100,FALSE
0.76,2,4,25,target,1,0,100,FALSE
0.84,2,6,25,target,1,0,100,FALSE
0.88,2,7,25,target,1,0,100,FALSE
0.92,2,8,25,target,1,0,98,FALSE
0.96,2,9,25,target,1,0,98,FALSE
1,2,10,25,target,1,0,98,FALSE
1.04,2,11,25,target,1,0,98,FALSE
1.08,2,12,25,target,1,0,100,FALSE
1.12,2,13,25,target,1,0,100,FALSE
1.16,2,14,25,target,1,0,100,FALSE
1.2,2,15,25,target,1,0,100,FALSE
0.6,3,0,25,target,1,0,97,FALSE
0.64,3,1,25,target,1,0,97,FALSE
0.68,3,2,25,target,1,0,97,FALSE
0.76,3,4,25,target,1,0,99,FALSE
0.72,3,3,25,target,1,0,97,FALSE
0.8,3,5,25,target,1,0,99,FALSE
0.84,3,6,25,target,1,0,99,FALSE
0.88,3,7,25,target,1,0,99,FALSE
0.92,3,8,25,target,1,0,97,FALSE
0.96,3,9,25,target,1,0,97,FALSE
1,3,10,25,target,1,0,97,FALSE
1.04,3,11,25,target,1,0,97,FALSE
1.12,3,13,25,target,1,0,99,FALSE
1.08,3,12,25,target,1,0,99,FALSE
1.16,3,14,25,target,1,0,99,FALSE
1.2,3,15,25,target,1,0,99,FALSE
1.24,4,0,25,target,2,0,99,TRUE
1.32,4,2,25,target,2,0,99,TRUE
1.36,4,3,25,target,2,0,99,TRUE
1.28,4,1,25,target,2,0,99,TRUE
1.44,4,5,25,target,2,0,98,TRUE
1.48,4,6,25,target,2,0,98,TRUE
1.56,4,8,25,target,2,0,99,TRUE
1.4,4,4,25,target,2,0,98,TRUE
1.52,4,7,25,target,2,0,98,TRUE
1.6,4,9,25,target,2,0,99,TRUE
1.68,4,11,25,target,2,0,99,TRUE
1.76,4,13,25,target,2,0,98,TRUE
1.84,4,15,25,target,2,0,98,TRUE
1.64,4,10,25,target,2,0,99,TRUE
1.72,4,12,25,target,2,0,98,TRUE
1.8,4,14,25,target,2,0,98,TRUE
1.24,5,0,25,target,2,0,97,TRUE
1.44,5,5,25,target,2,0,100,TRUE
1.48,5,6,25,target,2,0,100,TRUE
1.28,5,1,25,target,2,0,97,TRUE
1.32,5,2,25,target,2,0,97,TRUE
1.36,5,3,25,target,2,0,97,TRUE
1.4,5,4,25,target,2,0,100,TRUE
1.52,5,7,25,target,2,0,100,TRUE
1.56,5,8,25,target,2,0,97,TRUE
1.6,5,9,25,target,2,0,97,TRUE
1.64,5,10,25,target,2,0,97,TRUE
1.68,5,11,25,target,2,0,97,TRUE
1.72,5,12,25,target,2,0,100,TRUE
1.76,5,13,25,target,2,0,100,TRUE
1.8,5,14,25,target,2,0,100,TRUE
1.84,5,15,25,target,2,0,100,TRUE
0,0,0,26,distr2,0,1,104,FALSE
0,0,1,26,distr1,0,1,104,FALSE
0,0,2,26,target,0,1,104,FALSE
0.04,0,3,26,target,0,1,104,FALSE
0.08,0,4,26,target,0,1,101,FALSE
0.16,0,6,26,target,0,1,101,FALSE
0.2,0,7,26,target,0,1,101,FALSE
0.12,0,5,26,target,0,1,101,FALSE
0.24,0,8,26,target,0,1,104,FALSE
0.28,0,9,26,distr1,0,1,104,FALSE
0.32,0,11,26,target,0,1,104,FALSE
0.4,0,13,26,target,0,1,101,FALSE
0.28,0,10,26,target,0,1,104,FALSE
0.36,0,12,26,target,0,1,101,FALSE
0.44,0,14,26,target,0,1,101,FALSE
0.48,0,15,26,target,0,1,101,FALSE
0,1,0,26,target,0,1,103,FALSE
0.04,1,1,26,target,0,1,103,FALSE
0.08,1,2,26,distr1,0,1,103,FALSE
0.08,1,3,26,target,0,1,103,FALSE
0.12,1,4,26,target,0,1,102,FALSE
0.16,1,5,26,distr0,0,1,102,FALSE
0.2,1,8,26,distr1,0,1,103,FALSE
0.16,1,6,26,distr2,0,1,102,FALSE
0.16,1,7,26,target,0,1,102,FALSE
0.2,1,9,26,target,0,1,103,FALSE
0.24,1,10,26,distr2,0,1,103,FALSE
0.24,1,11,26,target,0,1,103,FALSE
0.28,1,12,26,target,0,1,102,FALSE
0.32,1,13,26,distr2,0,1,102,FALSE
0.32,1,14,26,target,0,1,102,FALSE
0.36,1,15,26,distr1,0,1,102,FALSE
0.36,2,0,26,target,1,1,103,FALSE
0.4,2,1,26,target,1,1,103,FALSE
0.44,2,2,26,target,1,1,103,FALSE
0.48,2,3,26,target,1,1,103,FALSE
0.68,2,5,26,target,1,1,104,FALSE
0.72,2,6,26,distr0,1,1,104,FALSE
0.68,2,4,26,distr1,1,1,104,FALSE
0.72,2,7,26,target,1,1,104,FALSE
0.6,2,8,26,target,1,1,103,FALSE
